Inbound delivery created this many days after shipment,PO issued on date,Delivery entered by supplier on,PO-line-Conf type,PO-line-Conf type,Vendor,vendor name,Plant,PO Document Date,PO Document,PO Item,Confirmation Number,Confirmation Category,Created by,Purchasing Group,Responsible buyer,Delivery Created by,Created on,Lead Time Code,Confirmed Delivery Date
2,7/11/2020,09/09/2020,45101879786LALR9,45101879786LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187978,6,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503200228,09/09/2020,F2807,10/05/2020
PO conf,7/11/2020,PO conf,45101879786ABLR9,45101879786AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187978,6,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,10/05/2020
2,7/11/2020,09/09/2020,45101879787LALR9,45101879787LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187978,7,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/09/2020,F2807,10/05/2020
PO conf,7/11/2020,PO conf,45101879787ABLR9,45101879787AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187978,7,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,10/05/2020
1,7/11/2020,09/22/2020,45101879788LALR9,45101879788LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187978,8,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/22/2020,F2807,10/19/2020
PO conf,7/11/2020,PO conf,45101879788ABLR9,45101879788AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187978,8,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,10/19/2020
2,7/11/2020,09/09/2020,45101879789LALR9,45101879789LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187978,9,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503200228,09/09/2020,F2807,10/05/2020
PO conf,7/11/2020,PO conf,45101879789ABLR9,45101879789AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187978,9,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,10/05/2020
-3,7/11/2020,09/11/2020,451018797810LALR9,451018797810LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187978,10,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/11/2020,F2807,10/12/2020
PO conf,7/11/2020,PO conf,451018797810ABLR9,451018797810AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187978,10,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,10/09/2020
1,7/11/2020,09/11/2020,45101879791LALR9,45101879791LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187979,1,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/11/2020,F2807,10/08/2020
PO conf,7/11/2020,PO conf,45101879791ABLR9,45101879791AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187979,1,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,10/07/2020
1,7/11/2020,09/11/2020,45101879792LALR9,45101879792LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187979,2,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/11/2020,F2807,10/08/2020
0,7/11/2020,09/07/2020,45101879792LALR9,45101879792LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187979,2,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503200228,09/07/2020,F2807,10/05/2020
2,7/11/2020,09/09/2020,45101879792LALR9,45101879792LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187979,2,3,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/09/2020,F2807,10/05/2020
PO conf,7/11/2020,PO conf,45101879792ABLR9,45101879792AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187979,2,4,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,10/02/2020
PO conf,7/11/2020,PO conf,45101879792ABLR9,45101879792AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187979,2,5,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,10/05/2020
PO conf,7/11/2020,PO conf,45101879792ABLR9,45101879792AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187979,2,9,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,10/07/2020
2,7/11/2020,09/09/2020,45101879793LALR9,45101879793LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187979,3,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/09/2020,F2807,10/05/2020
PO conf,7/11/2020,PO conf,45101879793ABLR9,45101879793AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187979,3,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,10/05/2020
0,7/11/2020,09/21/2020,45101879794LALR9,45101879794LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187979,4,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/21/2020,F2807,10/19/2020
PO conf,7/11/2020,PO conf,45101879794ABLR9,45101879794AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187979,4,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,10/19/2020
2,7/11/2020,09/09/2020,45101879795LALR9,45101879795LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187979,5,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503200228,09/09/2020,F2807,10/05/2020
PO conf,7/11/2020,PO conf,45101879795ABLR9,45101879795AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187979,5,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,10/05/2020
1,7/11/2020,09/11/2020,45101879796LALR9,45101879796LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187979,6,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/11/2020,F2807,10/08/2020
PO conf,7/11/2020,PO conf,45101879796ABLR9,45101879796AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187979,6,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,10/07/2020
-3,7/11/2020,09/11/2020,45101879797LALR9,45101879797LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187979,7,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/11/2020,F2807,10/12/2020
1,7/11/2020,09/15/2020,45101879797LALR9,45101879797LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187979,7,3,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503200228,09/15/2020,F2807,10/12/2020
PO conf,7/11/2020,PO conf,45101879797ABLR9,45101879797AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187979,7,4,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,10/09/2020
PO conf,7/11/2020,PO conf,45101879797ABLR9,45101879797AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187979,7,6,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,10/12/2020
2,7/11/2020,09/09/2020,45101879798LALR9,45101879798LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187979,8,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503200228,09/09/2020,F2807,10/05/2020
PO conf,7/11/2020,PO conf,45101879798ABLR9,45101879798AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187979,8,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,10/05/2020
1,7/11/2020,09/22/2020,45101879799LALR9,45101879799LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187979,9,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503200228,09/22/2020,F2807,10/19/2020
PO conf,7/11/2020,PO conf,45101879799ABLR9,45101879799AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187979,9,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,10/19/2020
PO conf,7/11/2020,PO conf,451018797910ABLR9,451018797910AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187979,10,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,11/02/2020
2,7/11/2020,09/09/2020,45101879801LALR9,45101879801LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187980,1,2,LA,GELECCLCL_BI,518,Ying Xia,GELPI_PROXY,09/09/2020,F2807,10/05/2020
2,7/11/2020,09/09/2020,45101879801LALR9,45101879801LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187980,1,3,LA,GELECCLCL_BI,518,Ying Xia,FDT503200228,09/09/2020,F2807,10/05/2020
PO conf,7/11/2020,PO conf,45101879801ABLR9,45101879801AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187980,1,4,AB,GELECCLCL_BI,518,Ying Xia,#,09/20/2020,F2807,10/05/2020
-3,7/11/2020,09/11/2020,45101879802LALR9,45101879802LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187980,2,2,LA,GELECCLCL_BI,518,Ying Xia,GELPI_PROXY,09/11/2020,F2807,10/12/2020
PO conf,7/11/2020,PO conf,45101879802ABLR9,45101879802AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187980,2,3,AB,GELECCLCL_BI,518,Ying Xia,#,09/20/2020,F2807,10/09/2020
1,7/11/2020,09/15/2020,45101879803LALR9,45101879803LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187980,3,2,LA,GELECCLCL_BI,518,Ying Xia,FDT503200228,09/15/2020,F2807,10/12/2020
PO conf,7/11/2020,PO conf,45101879803ABLR9,45101879803AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187980,3,3,AB,GELECCLCL_BI,518,Ying Xia,#,09/20/2020,F2807,10/12/2020
1,7/11/2020,09/11/2020,45101879804LALR9,45101879804LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187980,4,1,LA,GELECCLCL_BI,518,Ying Xia,GELPI_PROXY,09/11/2020,F2807,10/08/2020
PO conf,7/11/2020,PO conf,45101879804ABLR9,45101879804AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187980,4,2,AB,GELECCLCL_BI,518,Ying Xia,#,09/20/2020,F2807,10/07/2020
-3,7/11/2020,09/11/2020,45101879805LALR9,45101879805LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187980,5,2,LA,GELECCLCL_BI,518,Ying Xia,FDT503200228,09/11/2020,F2807,10/12/2020
PO conf,7/11/2020,PO conf,45101879805ABLR9,45101879805AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187980,5,3,AB,GELECCLCL_BI,518,Ying Xia,#,09/20/2020,F2807,10/09/2020
1,7/11/2020,09/22/2020,45101879806LALR9,45101879806LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187980,6,1,LA,GELECCLCL_BI,518,Ying Xia,GELPI_PROXY,09/22/2020,F2807,10/19/2020
PO conf,7/11/2020,PO conf,45101879806ABLR9,45101879806AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187980,6,2,AB,GELECCLCL_BI,518,Ying Xia,#,09/20/2020,F2807,10/19/2020
1,7/11/2020,09/11/2020,45101879807LALR9,45101879807LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187980,7,1,LA,GELECCLCL_BI,518,Ying Xia,GELPI_PROXY,09/11/2020,F2807,10/08/2020
PO conf,7/11/2020,PO conf,45101879807ABLR9,45101879807AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187980,7,2,AB,GELECCLCL_BI,518,Ying Xia,#,09/20/2020,F2807,10/07/2020
2,7/11/2020,09/09/2020,45101879808LALR9,45101879808LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187980,8,2,LA,GELECCLCL_BI,518,Ying Xia,FDT503200228,09/09/2020,F2807,10/05/2020
PO conf,7/11/2020,PO conf,45101879808ABLR9,45101879808AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187980,8,3,AB,GELECCLCL_BI,518,Ying Xia,#,09/20/2020,F2807,10/05/2020
PO conf,7/11/2020,PO conf,45101879811ABLR9,45101879811AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187981,1,1,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/20/2020,F2807,10/09/2020
-3,7/11/2020,09/11/2020,45101879811LALR9,45101879811LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187981,1,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/11/2020,F2807,10/12/2020
PO conf,7/11/2020,PO conf,45101879812ABLR9,45101879812AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187981,2,1,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/20/2020,F2807,11/02/2020
PO conf,7/11/2020,PO conf,45101879813ABLR9,45101879813AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187981,3,1,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/20/2020,F2807,10/09/2020
-3,7/11/2020,09/11/2020,45101879813LALR9,45101879813LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187981,3,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/11/2020,F2807,10/12/2020
PO conf,7/11/2020,PO conf,45101879814ABLR9,45101879814AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187981,4,1,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/20/2020,F2807,10/19/2020
1,7/11/2020,09/22/2020,45101879814LALR9,45101879814LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187981,4,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503200228,09/22/2020,F2807,10/19/2020
PO conf,7/11/2020,PO conf,45101879815ABLR9,45101879815AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187981,5,1,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/20/2020,F2807,10/19/2020
1,7/11/2020,09/22/2020,45101879815LALR9,45101879815LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187981,5,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/22/2020,F2807,10/19/2020
PO conf,7/11/2020,PO conf,45101879816ABLR9,45101879816AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187981,6,1,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/20/2020,F2807,10/09/2020
-3,7/11/2020,09/11/2020,45101879816LALR9,45101879816LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187981,6,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/11/2020,F2807,10/12/2020
PO conf,7/11/2020,PO conf,45101879817ABLR9,45101879817AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187981,7,1,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/20/2020,F2807,10/19/2020
0,7/11/2020,09/21/2020,45101879817LALR9,45101879817LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187981,7,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/21/2020,F2807,10/19/2020
2,7/11/2020,09/09/2020,45101879818LALR9,45101879818LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187981,8,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/09/2020,F2807,10/05/2020
PO conf,7/11/2020,PO conf,45101879818ABLR9,45101879818AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187981,8,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/20/2020,F2807,10/05/2020
PO conf,7/11/2020,PO conf,451018798110ABLR9,451018798110AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187981,10,1,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/20/2020,F2807,11/16/2020
PO conf,7/11/2020,PO conf,45101879821ABLR9,45101879821AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187982,1,1,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/23/2020,F2807,10/26/2020
0,7/11/2020,09/28/2020,45101879821LALR9,45101879821LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187982,1,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503200228,09/28/2020,F2807,10/26/2020
0,7/11/2020,09/07/2020,45101879822LALR9,45101879822LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187982,2,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503200228,09/07/2020,F2807,10/05/2020
2,7/11/2020,09/09/2020,45101879822LALR9,45101879822LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187982,2,4,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/09/2020,F2807,10/05/2020
PO conf,7/11/2020,PO conf,45101879822ABLR9,45101879822AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187982,2,5,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/23/2020,F2807,10/02/2020
PO conf,7/11/2020,PO conf,45101879822ABLR9,45101879822AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187982,2,6,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/23/2020,F2807,10/05/2020
1,7/11/2020,09/22/2020,45101879823LALR9,45101879823LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187982,3,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/22/2020,F2807,10/19/2020
PO conf,7/11/2020,PO conf,45101879823ABLR9,45101879823AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187982,3,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/23/2020,F2807,10/19/2020
PO conf,7/11/2020,PO conf,45101879824ABLR9,45101879824AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187982,4,1,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/23/2020,F2807,11/30/2020
PO conf,7/11/2020,PO conf,45101879825ABLR9,45101879825AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187982,5,1,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/23/2020,F2807,11/02/2020
PO conf,7/11/2020,PO conf,45101879826ABLR9,45101879826AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187982,6,1,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/23/2020,F2807,10/09/2020
-3,7/11/2020,09/11/2020,45101879826LALR9,45101879826LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187982,6,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/11/2020,F2807,10/12/2020
PO conf,7/11/2020,PO conf,45101879827ABLR9,45101879827AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187982,7,1,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/23/2020,F2807,10/12/2020
1,7/11/2020,09/15/2020,45101879827LALR9,45101879827LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187982,7,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503200228,09/15/2020,F2807,10/12/2020
1,7/11/2020,09/22/2020,45101879828LALR9,45101879828LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187982,8,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503200228,09/22/2020,F2807,10/19/2020
PO conf,7/11/2020,PO conf,45101879828ABLR9,45101879828AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187982,8,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/23/2020,F2807,10/19/2020
PO conf,7/11/2020,PO conf,45101879829ABLR9,45101879829AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187982,9,1,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/23/2020,F2807,11/02/2020
0,7/11/2020,09/28/2020,45101879829LALR9,45101879829LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187982,9,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/28/2020,F2807,10/26/2020
2,7/11/2020,09/09/2020,451018798210LALR9,451018798210LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187982,10,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503200228,09/09/2020,F2807,10/05/2020
-3,7/11/2020,09/11/2020,451018798210LALR9,451018798210LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187982,10,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503200228,09/11/2020,F2807,10/12/2020
PO conf,7/11/2020,PO conf,451018798210ABLR9,451018798210AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187982,10,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/23/2020,F2807,10/05/2020
PO conf,7/11/2020,PO conf,451018798210ABLR9,451018798210AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187982,10,4,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/23/2020,F2807,10/09/2020
PO conf,7/11/2020,PO conf,45101879831ABLR9,45101879831AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187983,1,1,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,11/16/2020
-3,7/11/2020,09/11/2020,45101879832LALR9,45101879832LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187983,2,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/11/2020,F2807,10/12/2020
PO conf,7/11/2020,PO conf,45101879832ABLR9,45101879832AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187983,2,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,10/09/2020
PO conf,7/11/2020,PO conf,45101879833ABLR9,45101879833AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187983,3,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,11/16/2020
PO conf,7/11/2020,PO conf,45101879834ABLR9,45101879834AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187983,4,1,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,10/19/2020
0,7/11/2020,09/21/2020,45101879834LALR9,45101879834LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187983,4,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/21/2020,F2807,10/19/2020
1,7/11/2020,09/15/2020,45101879835LALR9,45101879835LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187983,5,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503200228,09/15/2020,F2807,10/12/2020
PO conf,7/11/2020,PO conf,45101879835ABLR9,45101879835AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187983,5,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,10/12/2020
0,7/11/2020,09/28/2020,45101879836LALR9,45101879836LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187983,6,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/28/2020,F2807,10/26/2020
PO conf,7/11/2020,PO conf,45101879836ABLR9,45101879836AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187983,6,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,10/26/2020
2,7/11/2020,09/09/2020,45101879837LALR9,45101879837LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187983,7,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503200228,09/09/2020,F2807,10/05/2020
PO conf,7/11/2020,PO conf,45101879837ABLR9,45101879837AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187983,7,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,10/05/2020
