Inbound delivery created this many days after shipment,PO issued on date,Delivery entered by supplier on,PO-line-Conf type,PO-line-Conf type,Vendor,vendor name,Plant,PO Document Date,PO Document,PO Item,Confirmation Number,Confirmation Category,Created by,Purchasing Group,Responsible buyer,Delivery Created by,Created on,Lead Time Code,Confirmed Delivery Date
PO conf,7/11/2020,PO conf,45101879838ABLR9,45101879838AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187983,8,1,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,10/07/2020
1,7/11/2020,09/11/2020,45101879838LALR9,45101879838LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187983,8,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/11/2020,F2807,10/08/2020
PO conf,7/11/2020,PO conf,45101879839ABLR9,45101879839AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187983,9,1,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,10/12/2020
1,7/11/2020,09/15/2020,45101879839LALR9,45101879839LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187983,9,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/15/2020,F2807,10/12/2020
2,7/11/2020,09/09/2020,451018798310LALR9,451018798310LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187983,10,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/09/2020,F2807,10/05/2020
PO conf,7/11/2020,PO conf,451018798310ABLR9,451018798310AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187983,10,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,10/05/2020
PO conf,7/11/2020,PO conf,451018798310ABLR9,451018798310AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187983,10,4,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,11/02/2020
0,7/11/2020,09/21/2020,45101879841LALR9,45101879841LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187984,1,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/21/2020,F2807,10/19/2020
-3,7/11/2020,09/11/2020,45101879841LALR9,45101879841LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187984,1,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503200228,09/11/2020,F2807,10/12/2020
-3,7/11/2020,09/11/2020,45101879841LALR9,45101879841LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187984,1,3,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503200228,09/11/2020,F2807,10/12/2020
PO conf,7/11/2020,PO conf,45101879841ABLR9,45101879841AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187984,1,4,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,10/09/2020
PO conf,7/11/2020,PO conf,45101879841ABLR9,45101879841AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187984,1,5,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,10/19/2020
1,7/11/2020,09/11/2020,45101879842LALR9,45101879842LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187984,2,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/11/2020,F2807,10/08/2020
PO conf,7/11/2020,PO conf,45101879842ABLR9,45101879842AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187984,2,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,10/07/2020
PO conf,7/11/2020,PO conf,45101879843ABLR9,45101879843AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187984,3,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,11/16/2020
PO conf,7/11/2020,PO conf,45101879844ABLR9,45101879844AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187984,4,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,11/02/2020
PO conf,7/11/2020,PO conf,45101879845ABLR9,45101879845AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187984,5,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,11/02/2020
-3,7/11/2020,09/11/2020,45101879846LALR9,45101879846LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187984,6,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503200228,09/11/2020,F2807,10/12/2020
PO conf,7/11/2020,PO conf,45101879846ABLR9,45101879846AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187984,6,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,10/09/2020
PO conf,7/11/2020,PO conf,45101879847ABLR9,45101879847AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187984,7,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,11/02/2020
1,7/11/2020,09/15/2020,45101879848LALR9,45101879848LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187984,8,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503200228,09/15/2020,F2807,10/12/2020
PO conf,7/11/2020,PO conf,45101879848ABLR9,45101879848AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187984,8,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,10/12/2020
1,7/11/2020,09/22/2020,45101879849LALR9,45101879849LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187984,9,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503200228,09/22/2020,F2807,10/19/2020
PO conf,7/11/2020,PO conf,45101879849ABLR9,45101879849AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187984,9,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,10/19/2020
PO conf,7/11/2020,PO conf,451018798410ABLR9,451018798410AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187984,10,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,11/02/2020
PO conf,7/11/2020,PO conf,45101879851ABLR9,45101879851AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187985,1,1,AB,GELECCLCL_BI,518,Ying Xia,#,09/30/2020,F2807,10/09/2020
-3,7/11/2020,09/11/2020,45101879851LALR9,45101879851LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187985,1,2,LA,GELECCLCL_BI,518,Ying Xia,GELPI_PROXY,09/11/2020,F2807,10/12/2020
PO conf,7/11/2020,PO conf,45101879852ABLR9,45101879852AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187985,2,1,AB,GELECCLCL_BI,518,Ying Xia,#,09/30/2020,F2807,11/16/2020
PO conf,7/11/2020,PO conf,45101879853ABLR9,45101879853AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187985,3,1,AB,GELECCLCL_BI,518,Ying Xia,#,09/30/2020,F2807,10/12/2020
1,7/11/2020,09/15/2020,45101879853LALR9,45101879853LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187985,3,2,LA,GELECCLCL_BI,518,Ying Xia,FDT503200228,09/15/2020,F2807,10/12/2020
PO conf,7/11/2020,PO conf,45101879854ABLR9,45101879854AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187985,4,1,AB,GELECCLCL_BI,518,Ying Xia,#,09/30/2020,F2807,10/09/2020
-3,7/11/2020,09/11/2020,45101879854LALR9,45101879854LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187985,4,2,LA,GELECCLCL_BI,518,Ying Xia,GELPI_PROXY,09/11/2020,F2807,10/12/2020
1,7/11/2020,09/22/2020,45101879854LALR9,45101879854LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187985,4,3,LA,GELECCLCL_BI,518,Ying Xia,GELPI_PROXY,09/22/2020,F2807,10/19/2020
PO conf,7/11/2020,PO conf,45101879854ABLR9,45101879854AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187985,4,5,AB,GELECCLCL_BI,518,Ying Xia,#,09/30/2020,F2807,10/19/2020
PO conf,7/11/2020,PO conf,45101879855ABLR9,45101879855AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187985,5,1,AB,GELECCLCL_BI,518,Ying Xia,#,09/30/2020,F2807,11/02/2020
0,7/11/2020,09/28/2020,45101879856LALR9,45101879856LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187985,6,1,LA,GELECCLCL_BI,518,Ying Xia,FDT503200228,09/28/2020,F2807,10/26/2020
PO conf,7/11/2020,PO conf,45101879856ABLR9,45101879856AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187985,6,3,AB,GELECCLCL_BI,518,Ying Xia,#,09/30/2020,F2807,10/26/2020
PO conf,7/11/2020,PO conf,45101879857ABLR9,45101879857AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187985,7,1,AB,GELECCLCL_BI,518,Ying Xia,#,09/30/2020,F2807,10/12/2020
1,7/11/2020,09/15/2020,45101879857LALR9,45101879857LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187985,7,2,LA,GELECCLCL_BI,518,Ying Xia,FDT503200228,09/15/2020,F2807,10/12/2020
0,7/11/2020,09/28/2020,45101879858LALR9,45101879858LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187985,8,1,LA,GELECCLCL_BI,518,Ying Xia,FDT503200228,09/28/2020,F2807,10/26/2020
PO conf,7/11/2020,PO conf,45101879858ABLR9,45101879858AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187985,8,3,AB,GELECCLCL_BI,518,Ying Xia,#,09/30/2020,F2807,10/26/2020
PO conf,7/11/2020,PO conf,45101879859ABLR9,45101879859AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187985,9,1,AB,GELECCLCL_BI,518,Ying Xia,#,09/30/2020,F2807,10/19/2020
0,7/11/2020,09/21/2020,45101879859LALR9,45101879859LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187985,9,2,LA,GELECCLCL_BI,518,Ying Xia,GELPI_PROXY,09/21/2020,F2807,10/19/2020
PO conf,7/11/2020,PO conf,451018798510ABLR9,451018798510AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187985,10,1,AB,GELECCLCL_BI,518,Ying Xia,#,09/30/2020,F2807,10/19/2020
-1,7/11/2020,09/20/2020,451018798510LALR9,451018798510LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187985,10,2,LA,GELECCLCL_BI,518,Ying Xia,GELPI_PROXY,09/20/2020,F2807,10/19/2020
2,7/11/2020,09/09/2020,45101879861LALR9,45101879861LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187986,1,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503200228,09/09/2020,F2807,10/05/2020
PO conf,7/11/2020,PO conf,45101879861ABLR9,45101879861AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187986,1,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/23/2020,F2807,10/05/2020
0,7/11/2020,09/21/2020,45101879862LALR9,45101879862LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187986,2,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/21/2020,F2807,10/19/2020
PO conf,7/11/2020,PO conf,45101879862ABLR9,45101879862AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187986,2,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/23/2020,F2807,10/19/2020
0,7/11/2020,09/28/2020,45101879863LALR9,45101879863LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187986,3,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503200228,09/28/2020,F2807,10/26/2020
PO conf,7/11/2020,PO conf,45101879863ABLR9,45101879863AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187986,3,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/23/2020,F2807,10/26/2020
1,7/11/2020,09/22/2020,45101879864LALR9,45101879864LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187986,4,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/22/2020,F2807,10/19/2020
PO conf,7/11/2020,PO conf,45101879864ABLR9,45101879864AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187986,4,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/23/2020,F2807,10/19/2020
-3,7/11/2020,09/11/2020,45101879865LALR9,45101879865LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187986,5,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503200228,09/11/2020,F2807,10/12/2020
1,7/11/2020,09/22/2020,45101879865LALR9,45101879865LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187986,5,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503200228,09/22/2020,F2807,10/19/2020
PO conf,7/11/2020,PO conf,45101879865ABLR9,45101879865AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187986,5,5,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/23/2020,F2807,10/09/2020
PO conf,7/11/2020,PO conf,45101879865ABLR9,45101879865AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187986,5,6,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/23/2020,F2807,10/19/2020
2,7/11/2020,09/09/2020,45101879866LALR9,45101879866LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187986,6,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503200228,09/09/2020,F2807,10/05/2020
PO conf,7/11/2020,PO conf,45101879866ABLR9,45101879866AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187986,6,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/23/2020,F2807,10/05/2020
-3,7/11/2020,09/11/2020,45101879867LALR9,45101879867LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187986,7,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503200228,09/11/2020,F2807,10/12/2020
1,7/11/2020,09/22/2020,45101879867LALR9,45101879867LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187986,7,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/22/2020,F2807,10/19/2020
PO conf,7/11/2020,PO conf,45101879867ABLR9,45101879867AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187986,7,5,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/23/2020,F2807,10/09/2020
PO conf,7/11/2020,PO conf,45101879867ABLR9,45101879867AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187986,7,6,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/23/2020,F2807,10/19/2020
1,7/11/2020,09/15/2020,45101879868LALR9,45101879868LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187986,8,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503200228,09/15/2020,F2807,10/12/2020
PO conf,7/11/2020,PO conf,45101879868ABLR9,45101879868AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187986,8,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/23/2020,F2807,10/12/2020
PO conf,7/11/2020,PO conf,45101879868ABLR9,45101879868AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187986,8,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/23/2020,F2807,10/19/2020
-1,7/11/2020,09/20/2020,45101879868LALR9,45101879868LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187986,8,4,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/20/2020,F2807,10/19/2020
1,7/11/2020,09/11/2020,45101879871LALR9,45101879871LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187987,1,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/11/2020,F2807,10/08/2020
PO conf,7/11/2020,PO conf,45101879871ABLR9,45101879871AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187987,1,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,10/07/2020
-3,7/11/2020,09/11/2020,45101879872LALR9,45101879872LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187987,2,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503200228,09/11/2020,F2807,10/12/2020
PO conf,7/11/2020,PO conf,45101879872ABLR9,45101879872AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187987,2,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,10/09/2020
0,7/11/2020,09/21/2020,45101879873LALR9,45101879873LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187987,3,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/21/2020,F2807,10/19/2020
PO conf,7/11/2020,PO conf,45101879873ABLR9,45101879873AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187987,3,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,10/19/2020
1,7/11/2020,09/22/2020,45101879874LALR9,45101879874LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187987,4,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503200228,09/22/2020,F2807,10/19/2020
PO conf,7/11/2020,PO conf,45101879874ABLR9,45101879874AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187987,4,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,10/19/2020
-3,7/11/2020,09/11/2020,45101879875LALR9,45101879875LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187987,5,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503200228,09/11/2020,F2807,10/12/2020
PO conf,7/11/2020,PO conf,45101879875ABLR9,45101879875AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187987,5,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,10/09/2020
-3,7/11/2020,09/11/2020,45101879876LALR9,45101879876LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187987,6,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/11/2020,F2807,10/12/2020
PO conf,7/11/2020,PO conf,45101879876ABLR9,45101879876AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187987,6,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,10/09/2020
-3,7/11/2020,09/11/2020,45101879878LALR9,45101879878LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187987,8,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/11/2020,F2807,10/12/2020
PO conf,7/11/2020,PO conf,45101879878ABLR9,45101879878AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187987,8,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,10/09/2020
PO conf,7/11/2020,PO conf,45101879879ABLR9,45101879879AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187987,9,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,11/16/2020
0,7/11/2020,09/28/2020,451018798710LALR9,451018798710LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187987,10,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/28/2020,F2807,10/26/2020
PO conf,7/11/2020,PO conf,451018798710ABLR9,451018798710AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187987,10,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,10/26/2020
PO conf,7/11/2020,PO conf,451018798710ABLR9,451018798710AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187987,10,4,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/30/2020,F2807,11/02/2020
2,7/11/2020,09/09/2020,45101879881LALR9,45101879881LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187988,1,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503200228,09/09/2020,F2807,10/05/2020
PO conf,7/11/2020,PO conf,45101879881ABLR9,45101879881AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187988,1,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/23/2020,F2807,10/05/2020
0,7/11/2020,09/21/2020,45101879882LALR9,45101879882LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187988,2,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/21/2020,F2807,10/19/2020
PO conf,7/11/2020,PO conf,45101879882ABLR9,45101879882AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187988,2,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/23/2020,F2807,10/19/2020
2,7/11/2020,09/09/2020,45101879883LALR9,45101879883LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187988,3,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/09/2020,F2807,10/05/2020
PO conf,7/11/2020,PO conf,45101879883ABLR9,45101879883AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187988,3,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/23/2020,F2807,10/05/2020
2,7/11/2020,09/09/2020,45101879884LALR9,45101879884LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187988,4,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503200228,09/09/2020,F2807,10/05/2020
PO conf,7/11/2020,PO conf,45101879884ABLR9,45101879884AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187988,4,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/23/2020,F2807,10/05/2020
1,7/11/2020,09/11/2020,45101879885LALR9,45101879885LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187988,5,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/11/2020,F2807,10/08/2020
PO conf,7/11/2020,PO conf,45101879885ABLR9,45101879885AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187988,5,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/23/2020,F2807,10/07/2020
PO conf,7/11/2020,PO conf,45101879886ABLR9,45101879886AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187988,6,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/23/2020,F2807,11/30/2020
PO conf,7/11/2020,PO conf,45101879887ABLR9,45101879887AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187988,7,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/23/2020,F2807,11/02/2020
-3,7/11/2020,09/11/2020,45101879888LALR9,45101879888LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187988,8,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,09/11/2020,F2807,10/12/2020
PO conf,7/11/2020,PO conf,45101879888ABLR9,45101879888AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187988,8,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/23/2020,F2807,10/09/2020
0,7/11/2020,09/28/2020,45101879889LALR9,45101879889LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187988,9,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503200228,09/28/2020,F2807,10/26/2020
PO conf,7/11/2020,PO conf,45101879889ABLR9,45101879889AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187988,9,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,09/23/2020,F2807,11/02/2020
0,7/11/2020,09/28/2020,451018798810LALR9,451018798810LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,07/11/2020,4510187988,10,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503200228,09/28/2020,F2807,10/26/2020
